"","TREE_ID","INVENTORY_ID_IFN2","PLOT_ID.x","TREE_ID_IFN3_2.x","TREE_ID_IFN3.x","TREE_ID_IFN2.x","TREE_ID_compare","expan_IFN2","dbh_IFN2","h_IFN2","g_IFN2","bal_IFN2","circ_normal_IFN2","esbeltez_IFN2","cr_IFN2","lcw_IFN2","hcb_IFN2","hlcw_IFN2","vob_IFN2","vub_IFN2","vbark_IFN2","v_desenrollo.x","v_chapa.x","v_sierra_gruesa_IFN2","v_sierra_IFN2","v_sierra_canter_IFN2","v_poste.x","v_estaca.x","v_trituracion_IFN2","wsw_IFN2","wthickb_IFN2","wb2_7_IFN2","wtbl_IFN2","wr_IFN2","wt_IFN2","sheet_SM4_IFN2","dbh_i_IFN2","h_i_IFN2","dbh","TREE_ID.y","INVENTORY_ID_IFN3","PLOT_ID.y","TREE_ID_IFN3_2.y","TREE_ID_IFN3.y","TREE_ID_IFN2.y","expan_IFN3","dbh_IFN3","h_IFN3","g_IFN3","bal_IFN3","g_ha","circ_normal_IFN3","esbeltez_IFN3","cr_IFN3","lcw_IFN3","hcb_IFN3","hlcw_IFN3","vob_IFN3","vub_IFN3","vbark_IFN3","v_ha","v_desenrollo.y","v_chapa.y","v_sierra_gruesa_IFN3","v_sierra_IFN3","v_sierra_canter_IFN3","v_poste.y","v_estaca.y","v_trituracion_IFN3","wsw_IFN3","wthickb_IFN3","wb2_7_IFN3","wtbl_IFN3","wr_IFN3","wt_IFN3","sheet_SM4_IFN3","dbh_i_IFN3","h_i_IFN3"
"979","9_1204_1","IFN2","9_1204",NA,NA,1,NA,34.95,18.7,7.9,274.65,9.17,58.75,42.26,0.44,3.4,4.39,5.5,98.5,89.57,8.93,0,0,0,0,0,0,50.92,87.71,42.56,0,14.13,30.61,45.46,132.76,"Nodo 3 - Pies inventariados",4.15,2.9,14.55,"9_1204_6","IFN3","9_1204",6,6,1,31.83,19.94,9.36,312.28,4.02,0.99,62.64,46.96,0.53,3.73,4.42,5.61,132.4,120.67,11.73,4.21,0,0,0,0,62.28,0,63.49,122.04,57.34,0,14.47,28.99,51.69,152.49,"Nodo 1 - Pies inventariados",5.39,4.36
"980","9_1204_10","IFN2","9_1204",NA,NA,10,NA,34.95,19.36,7.9,294.36,8.14,60.82,40.82,0.45,3.53,4.37,5.48,105,95.99,9,0,0,0,0,0,0,49.99,93.49,45.61,0,15.54,33.04,48.72,142.91,"Nodo 3 - Pies inventariados",4.16,2.9,15.2,"9_1204_20","IFN3","9_1204",20,20,10,31.83,21.34,10.45,357.52,1.89,1.14,67.03,49,0.53,3.93,4.92,6.24,168.31,154.25,14.07,5.36,0,0,0,0,73.33,0,51.68,156.4,73.29,0,15.77,29.63,59.18,177.87,"Nodo 1 - Pies inventariados",6.14,5.45
"981","9_1204_11","IFN2","9_1204",NA,NA,11,NA,139.79,15.28,7.89,183.39,22.85,48.01,51.67,0.41,2.72,4.67,5.72,67.77,59.75,8.03,0,0,0,0,0,0,53.92,60.31,28.39,0,8.13,19.66,30.35,86.53,"Nodo 3 - Pies inventariados",4.08,2.89,11.2,"9_1204_22","IFN3","9_1204",22,22,11,31.83,15.25,10.27,182.76,10.37,0.58,47.92,67.34,0.51,2.78,5.07,6.34,88.96,77.48,11.48,2.83,0,0,0,0,0,0,71.95,81.14,36.81,0,6.39,14.46,30.25,87.9,"Nodo 1 - Pies inventariados",4.05,5.27
"982","9_1204_12","IFN2","9_1204",NA,NA,12,NA,139.79,16.11,7.4,203.75,17.42,50.6,45.94,0.43,2.93,4.23,5.27,69.8,62.21,7.59,0,0,0,0,0,0,55.46,63.09,29.56,0,9.95,23.78,33.72,97.02,"Nodo 3 - Pies inventariados",4.11,2.9,12,"9_1204_24","IFN3","9_1204",24,24,12,31.83,15.33,6.77,184.48,9.78,0.59,48.15,44.19,0.53,2.98,3.21,4.1,58.06,51.56,6.5,1.85,0,0,0,0,0,0,40.47,50.65,24.5,0,9.41,23.61,30.54,88.05,"Nodo 1 - Pies inventariados",3.33,2.27
"983","9_1204_13","IFN2","9_1204",NA,NA,13,NA,34.95,18.14,7.9,258.44,11.09,56.99,43.56,0.44,3.29,4.43,5.53,93.1,84.27,8.83,0,0,0,0,0,0,63.34,82.9,40.04,0,13,28.64,42.78,124.46,"Nodo 3 - Pies inventariados",4.14,2.9,14,"9_1204_25","IFN3","9_1204",25,25,13,31.83,19.27,10.45,291.71,6.94,0.93,60.55,54.25,0.52,3.52,5.07,6.37,139.5,125.86,13.65,4.44,0,0,0,0,60.77,0,70.59,126.34,59.8,0,11.93,23.69,48.28,143.71,"Nodo 1 - Pies inventariados",5.27,5.45
"984","9_1204_14","IFN2","9_1204",NA,NA,14,NA,34.95,19.96,8.4,313.05,7.05,62.72,42.09,0.44,3.6,4.67,5.82,118.49,108.55,9.95,0,0,0,0,60.24,0,49.8,108.73,51.57,0,16,32.94,51.82,152.33,"Nodo 3 - Pies inventariados",4.16,2.9,15.8,"9_1204_35","IFN3","9_1204",35,35,14,31.83,21.41,10.41,359.89,0.74,1.15,67.25,48.63,0.53,3.95,4.87,6.19,168.57,154.59,13.98,5.37,0,0,0,0,73.66,0,51.54,157.53,73.45,0,15.98,30,59.57,179,"Nodo 1 - Pies inventariados",5.61,4.91
"985","9_1204_15","IFN2","9_1204",NA,NA,15,NA,34.95,16.62,7.9,216.84,13.72,52.2,47.57,0.43,3,4.49,5.58,79.21,70.73,8.48,0,0,0,0,0,0,60.31,70.54,33.61,0,10.22,23.6,35.89,103.32,"Nodo 3 - Pies inventariados",4.12,2.9,12.5,"9_1204_36","IFN3","9_1204",36,0,15,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nodo 1 - Pies inventariados",NA,NA
"986","9_1204_16","IFN2","9_1204",NA,NA,16,NA,34.95,17.78,7.9,248.4,11.99,55.87,44.43,0.44,3.22,4.45,5.54,89.76,81,8.76,0,0,0,0,0,0,65.04,79.92,38.48,0,12.31,27.42,41.12,119.33,"Nodo 3 - Pies inventariados",4.13,2.9,13.65,"9_1204_38","IFN3","9_1204",38,37,16,31.83,19.98,9.82,313.63,3.02,1,62.78,49.13,0.53,3.71,4.63,5.87,139.67,127.07,12.6,4.45,0,0,0,0,63.57,0,65.56,127.95,60.38,0,13.94,27.58,51.91,153.82,"Nodo 1 - Pies inventariados",6.33,4.82
"987","9_1204_17","IFN2","9_1204",NA,NA,17,NA,140.42,25.28,7.89,501.91,0,79.42,31.21,0.47,4.67,4.19,5.33,171.53,163.42,8.11,0,0,0,0,91,0,27,152.59,77.65,0,32.34,59.52,83.08,252.58,"Nodo 3 - Pies inventariados",4.23,2.89,21.05,"9_1204_41","IFN3","9_1204",41,40,17,14.15,25.83,10.27,523.97,0,0.74,81.14,39.77,0.54,4.78,4.77,6.08,235.16,222.13,13.03,3.33,0,0,0,0,164.71,0,42.34,219.38,105.54,0,27.06,46.03,86.73,265.36,"Nodo 1 - Pies inventariados",4.78,5.27
"988","9_1204_18","IFN2","9_1204",NA,NA,18,NA,135.16,13.84,7.39,150.49,32.57,43.49,53.37,0.39,2.46,4.51,5.49,52.69,45.88,6.81,0,0,0,0,0,0,46.18,44.78,21.8,0,6.58,17.08,24.91,70.37,"Nodo 3 - Pies inventariados",4.04,2.89,9.8,"9_1204_42","IFN3","9_1204",42,41,18,31.83,14.19,10.23,158.14,11.51,0.5,44.58,72.08,0.5,2.58,5.08,6.34,77.48,66.74,10.73,2.47,0,0,0,0,0,0,65.85,70.47,31.71,0,5.26,12.39,26.18,75.54,"Nodo 1 - Pies inventariados",4.39,5.73
"989","9_1204_19","IFN2","9_1204",NA,NA,19,NA,34.95,17.73,7.9,246.94,12.86,55.71,44.55,0.43,3.21,4.47,5.56,89.26,80.51,8.75,0,0,0,0,0,0,65.45,79.46,38.25,0,12.22,27.25,40.87,118.59,"Nodo 3 - Pies inventariados",4.13,2.9,13.6,"9_1204_46","IFN3","9_1204",46,45,19,31.83,19.49,9.91,298.31,5.99,0.95,61.23,50.84,0.52,3.6,4.75,6,134.66,121.99,12.67,4.29,0,0,0,0,60.95,0,67.09,123.1,57.96,0,12.91,25.83,49.38,146.08,"Nodo 1 - Pies inventariados",5.89,4.91
"990","9_1204_2","IFN2","9_1204",NA,NA,2,NA,135.16,14.46,7.39,164.15,30.35,45.42,51.1,0.39,2.57,4.47,5.45,57.08,50.04,7.04,0,0,0,0,0,0,48.31,48.51,23.78,0,7.41,18.79,27.17,77.15,"Nodo 3 - Pies inventariados",4.06,2.89,10.4,"9_1204_9","IFN3","9_1204",9,9,2,31.83,13.7,8.32,147.43,12.01,0.47,43.04,60.71,0.51,2.58,4.07,5.12,58.52,50.61,7.91,1.86,0,0,0,0,0,0,49.25,51.47,24.05,0,5.75,14.56,24.4,68.76,"Nodo 1 - Pies inventariados",3.3,3.82
"991","9_1204_3","IFN2","9_1204",NA,NA,3,NA,139.79,14.97,7.39,176,27.89,47.03,49.35,0.4,2.68,4.42,5.42,60.88,53.66,7.22,0,0,0,0,0,0,50.68,51.74,25.49,0,8.16,20.29,29.13,83.07,"Nodo 3 - Pies inventariados",4.07,2.89,10.9,"9_1204_12","IFN3","9_1204",12,12,3,31.83,15.35,9.14,185.08,9.2,0.59,48.23,59.52,0.51,2.86,4.43,5.59,79.62,69.78,9.84,2.53,0,0,0,0,0,0,59.51,71.77,33.16,0,7.22,16.78,30.63,87.79,"Nodo 1 - Pies inventariados",4.45,4.64
"992","9_1204_4","IFN2","9_1204",NA,NA,4,NA,34.95,18.7,7.9,274.6,10.13,58.74,42.25,0.44,3.4,4.41,5.51,98.46,89.53,8.92,0,0,0,0,0,0,50.89,87.66,42.54,0,14.13,30.62,45.45,132.74,"Nodo 3 - Pies inventariados",4.15,2.9,14.55,"9_1204_13","IFN3","9_1204",13,13,4,31.83,19.69,9.64,304.34,5.02,0.97,61.84,48.95,0.52,3.66,4.59,5.81,133.22,121.03,12.2,4.24,0,0,0,0,61.49,0,65.19,122.46,57.51,0,13.61,27.27,50.38,148.76,"Nodo 1 - Pies inventariados",5.14,4.64
"993","9_1204_5","IFN2","9_1204",NA,NA,5,NA,142.1,12.16,6.9,116.15,36.35,38.21,56.7,0.39,2.17,4.23,5.16,38.6,33.05,5.55,0,0,0,0,0,0,28.6,33.62,15.7,0,4.91,13.91,19.23,53.75,"Nodo 3 - Pies inventariados",4.01,2.9,8.15,"9_1204_14","IFN3","9_1204",14,14,5,127.32,9.84,7.45,76.12,13.88,0.97,30.93,75.72,0.51,1.88,3.65,4.61,28.35,23.42,4.94,3.61,0,0,0,0,0,0,20.12,24.05,11.13,0,2.56,7.99,12.6,34.28,"Nodo 1 - Pies inventariados",1.69,3.45
"994","9_1204_6","IFN2","9_1204",NA,NA,6,NA,139.79,15.02,7.89,177.22,25.41,47.19,52.54,0.4,2.66,4.72,5.76,65.65,57.72,7.93,0,0,0,0,0,0,52.98,58.4,27.42,0,7.76,18.94,29.33,83.46,"Nodo 3 - Pies inventariados",4.07,2.89,10.95,"9_1204_15","IFN3","9_1204",15,15,6,31.83,14.87,9.36,173.68,10.95,0.55,46.72,62.97,0.51,2.75,4.6,5.77,77.04,67.11,9.93,2.45,0,0,0,0,0,0,57.64,68.79,31.89,0,6.47,15.21,28.75,82.32,"Nodo 1 - Pies inventariados",3.92,4.36
"995","9_1204_7","IFN2","9_1204",NA,NA,7,NA,139.79,15.34,7.9,184.73,20.27,48.18,51.51,0.42,2.74,4.62,5.68,68.27,60.22,8.05,0,0,0,0,0,0,54.14,60.77,28.61,0,8.21,19.8,30.58,87.2,"Nodo 3 - Pies inventariados",4.09,2.9,11.25,"9_1204_16","IFN3","9_1204",16,16,7,31.83,16.34,9.55,209.82,7.86,0.67,51.35,58.4,0.52,3.03,4.61,5.82,93.59,82.65,10.93,2.98,0,0,0,0,0,0,65.59,83.1,39.27,0,8.24,18.31,34.73,100.56,"Nodo 1 - Pies inventariados",5.09,4.55
"996","9_1204_8","IFN2","9_1204",NA,NA,8,NA,139.79,16.36,7.9,210.24,14.48,51.4,48.31,0.43,2.95,4.51,5.59,76.98,68.58,8.4,0,0,0,0,0,0,58.61,68.55,32.58,0,9.79,22.82,34.8,99.99,"Nodo 3 - Pies inventariados",4.11,2.9,12.25,"9_1204_17","IFN3","9_1204",17,17,8,31.83,16.29,9.82,208.37,8.53,0.66,51.17,60.28,0.51,3,4.78,6.01,95.77,84.42,11.34,3.05,0,0,0,0,0,0,74.68,87.73,40.11,0,7.96,17.59,34.49,100.16,"Nodo 1 - Pies inventariados",4.04,4.82
"997","9_1204_9","IFN2","9_1204",NA,NA,9,NA,135.16,12.82,7.39,129.12,34.6,40.28,57.66,0.38,2.27,4.55,5.52,45.77,39.39,6.38,0,0,0,0,0,0,32.63,38.91,18.72,0,5.33,14.42,21.37,59.84,"Nodo 3 - Pies inventariados",4.02,2.89,8.8,"9_1204_18","IFN3","9_1204",18,18,9,127.32,11.83,8.68,109.86,12.48,1.4,37.16,73.41,0.51,2.21,4.27,5.36,46.65,39.36,7.29,5.94,0,0,0,0,0,0,38.57,40.45,18.7,0,3.7,10.03,18.18,50.61,"Nodo 1 - Pies inventariados",3.03,4.18
"998","9_1226_1","IFN2","9_1226",NA,NA,1,NA,138.06,14.75,9.1,170.78,10.98,46.33,61.73,0.49,2.71,4.64,5.76,73.65,64.16,9.49,0,0,0,0,0,0,56.35,66.23,30.48,0,6.49,15.43,28.27,80.66,"Nodo 3 - Pies inventariados",4.5,3.1,10.25,"9_1226_1","IFN3","9_1226",1,1,1,31.83,13.65,11.18,146.43,7.32,0.47,42.9,81.89,0.49,2.42,5.75,7.08,79.22,67.57,11.65,2.52,0,0,0,0,0,0,66.47,70.43,32.11,0,4.37,10.28,24.24,70.99,"Nodo 1 - Pies inventariados",3.4,5.18
"999","9_1226_10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9_1226_22","IFN3","9_1226",22,22,10,127.32,11.85,10.55,110.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nodo 1 - Pies inventariados",2.25,3.55
"1000","9_1226_11","IFN2","9_1226",NA,NA,11,NA,39.01,17.66,11.09,244.92,6.32,55.48,62.81,0.49,3.15,5.62,6.95,126.3,112.12,14.18,0,0,0,0,0,0,89.46,117.05,53.27,0,8.9,18.26,40.54,120.97,"Nodo 3 - Pies inventariados",4.56,3.09,13.1,"9_1226_23","IFN3","9_1226",23,23,11,31.83,17.62,10.91,243.75,4.51,0.78,55.34,61.92,0.49,3.15,5.51,6.83,123.56,109.73,13.83,3.93,0,0,0,0,0,0,89.46,114.25,52.14,0,8.98,18.51,40.34,119.97,"Nodo 1 - Pies inventariados",4.52,2.91
"1001","9_1226_12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9_1226_26","IFN3","9_1226",26,26,12,127.32,11.55,10.32,104.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nodo 1 - Pies inventariados",2.8,2.82
"1002","9_1226_13",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9_1226_31","IFN3","9_1226",31,31,13,127.32,10.24,10.59,82.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nodo 1 - Pies inventariados",1.94,4.09
"1003","9_1226_14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9_1226_42","IFN3","9_1226",42,42,14,127.32,12.44,8.91,121.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nodo 1 - Pies inventariados",3.24,1.91
"1004","9_1226_15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9_1226_47","IFN3","9_1226",47,47,15,127.32,10.82,9.09,92.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nodo 1 - Pies inventariados",2.27,3.09
"1005","9_1226_16","IFN2","9_1226",NA,NA,16,NA,39.01,17.41,10.09,237.99,7.27,54.69,57.97,0.5,3.15,5.09,6.32,111.41,99.11,12.31,0,0,0,0,0,0,83.07,102.24,47.09,0,9.32,19.73,39.39,115.53,"Nodo 3 - Pies inventariados",4.56,3.09,12.85,"9_1226_49","IFN3","9_1226",49,49,16,31.83,17.74,10.82,247.26,2.94,0.79,55.74,60.97,0.5,3.19,5.41,6.73,124.12,110.39,13.73,3.95,0,0,0,0,0,0,87.53,115.14,52.45,0,9.22,18.99,40.93,121.59,"Nodo 1 - Pies inventariados",4.89,3.82
"1006","9_1226_17","IFN2","9_1226",NA,NA,17,NA,138.06,13.52,8.11,143.49,13.33,42.46,59.99,0.49,2.52,4.14,5.15,55.57,48.02,7.56,0,0,0,0,0,0,47.14,49.22,22.81,0,5.67,14.56,23.75,66.79,"Nodo 3 - Pies inventariados",4.47,3.11,9.05,"9_1226_51","IFN3","9_1226",51,51,17,127.32,11.38,8.64,101.71,9.23,1.29,35.75,75.89,0.49,2.11,4.38,5.45,43.21,36.25,6.96,5.5,0,0,0,0,0,0,35.79,37.37,17.22,0,3.34,9.27,16.83,46.67,"Nodo 1 - Pies inventariados",2.33,3.64
"1007","9_1226_18","IFN2","9_1226",NA,NA,18,NA,138.06,13.15,8.1,135.76,17.23,41.3,61.64,0.48,2.43,4.23,5.22,52.77,45.4,7.37,0,0,0,0,0,0,44.91,46.72,21.57,0,5.26,13.71,22.47,63.01,"Nodo 3 - Pies inventariados",4.45,3.1,8.7,"9_1226_54","IFN3","9_1226",54,54,18,127.32,9.73,8.27,74.4,10.53,0.95,30.58,85,0.49,1.81,4.21,5.23,30.95,25.4,5.55,3.94,0,0,0,0,0,0,20.66,25.02,12.07,0,2.26,6.91,12.31,33.55,"Nodo 1 - Pies inventariados",1.03,3.27
"1008","9_1226_19","IFN2","9_1226",NA,NA,19,NA,39.01,18.44,10.6,266.94,2.34,57.92,57.48,0.51,3.34,5.23,6.53,130.37,116.74,13.63,0,0,0,0,56.09,0,73.29,121.32,55.47,0,10.44,21.15,44.18,131.24,"Nodo 3 - Pies inventariados",4.59,3.1,13.85,"9_1226_55","IFN3","9_1226",55,55,19,31.83,18.3,10.77,263.14,2.1,0.84,57.5,58.85,0.5,3.29,5.36,6.67,130.88,116.99,13.9,4.17,0,0,0,0,0,0,84.13,121.03,55.58,0,10.09,20.43,43.56,129.66,"Nodo 1 - Pies inventariados",4.45,3.27
"1009","9_1226_2","IFN2","9_1226",NA,NA,2,NA,138.06,13.3,8.61,138.98,15.32,41.79,64.7,0.48,2.45,4.47,5.52,57.43,49.36,8.06,0,0,0,0,0,0,47.7,49.96,23.45,0,5.14,13.12,23,64.72,"Nodo 3 - Pies inventariados",4.45,3.11,8.85,"9_1226_4","IFN3","9_1226",4,4,2,127.32,12.04,10.32,113.9,7.78,1.45,37.83,85.68,0.49,2.16,5.28,6.52,57.77,48.5,9.27,7.35,0,0,0,0,0,0,50.75,49.84,23.04,0,3.33,8.55,18.85,53.78,"Nodo 1 - Pies inventariados",3.19,4.82
"1010","9_1226_20","IFN2","9_1226",NA,NA,20,NA,39.01,17.77,9.59,248.06,5.35,55.83,53.98,0.5,3.26,4.77,5.95,109.8,98.21,11.59,0,0,0,0,0,0,71.95,101.43,46.66,0,10.32,21.89,41.06,119.93,"Nodo 3 - Pies inventariados",4.57,3.09,13.2,"9_1226_57","IFN3","9_1226",57,57,20,31.83,17.02,10.86,227.56,6.01,0.72,53.47,63.82,0.49,3.04,5.53,6.84,115.46,102.02,13.45,3.68,0,0,0,0,0,0,84.82,107.46,48.47,0,8.2,17.25,37.67,111.59,"Nodo 1 - Pies inventariados",3.82,4.36
"1011","9_1226_21","IFN2","9_1226",NA,NA,21,NA,39.01,20.18,10.09,319.72,0,63.39,50.02,0.52,3.7,4.89,6.14,146.33,133.17,13.17,0,0,0,0,65.28,0,65.23,134.3,63.27,0,13.97,27.29,52.92,157.45,"Nodo 3 - Pies inventariados",4.63,3.09,15.55,"9_1226_58","IFN3","9_1226",58,58,21,31.83,20.78,11.18,339.2,0,1.08,65.29,53.81,0.51,3.73,5.52,6.88,172.01,156.52,15.49,5.48,0,0,0,0,71.24,0,67.61,158.75,74.37,0,13.81,25.88,56.14,170.21,"Nodo 1 - Pies inventariados",5.23,4.18
"1012","9_1226_3","IFN2","9_1226",NA,NA,3,NA,156.03,15.05,10.11,177.97,8.2,47.29,67.15,0.49,2.72,5.13,6.35,85.35,74.24,11.11,0,0,0,0,0,0,69.35,77.71,35.27,0,6.25,14.31,29.46,85.28,"Nodo 3 - Pies inventariados",4.5,3.11,10.55,"9_1226_8","IFN3","9_1226",8,8,3,31.83,15.22,11.91,182.02,6.74,0.58,47.83,78.23,0.48,2.66,6.14,7.55,103.43,89.46,13.97,3.29,0,0,0,0,0,0,78.17,93.51,42.5,0,5.56,12.14,30.13,90.33,"Nodo 1 - Pies inventariados",4.67,4.91
"1013","9_1226_4","IFN2","9_1226",NA,NA,4,NA,39.01,17.83,8.59,249.75,4.37,56.02,48.2,0.51,3.34,4.21,5.29,98.5,88.58,9.92,0,0,0,0,0,0,67.94,89.91,42.09,0,11.5,25.03,41.34,119.96,"Nodo 3 - Pies inventariados",4.58,3.09,13.25,"9_1226_10","IFN3","9_1226",10,10,4,31.83,17.06,10.05,228.47,5.29,0.73,53.58,58.9,0.5,3.1,5.06,6.28,106.79,94.71,12.07,3.4,0,0,0,0,0,0,81.34,97.69,45,0,8.85,18.96,37.82,110.63,"Nodo 1 - Pies inventariados",3.81,4.55
"1014","9_1226_5","IFN2","9_1226",NA,NA,5,NA,39.01,17.99,8.6,254.11,3.38,56.51,47.79,0.51,3.37,4.18,5.27,100.11,90.15,9.96,0,0,0,0,0,0,67.58,91.39,42.83,0,11.78,25.51,42.06,122.18,"Nodo 3 - Pies inventariados",4.59,3.1,13.4,"9_1226_11","IFN3","9_1226",11,11,5,31.83,17.73,10.32,246.99,3.72,0.79,55.71,58.18,0.5,3.21,5.16,6.42,118.01,105.17,12.84,3.76,0,0,0,0,0,0,85.24,106.97,49.97,0,9.61,20.03,40.88,120.49,"Nodo 1 - Pies inventariados",4.33,4.82
"1015","9_1226_6","IFN2","9_1226",NA,NA,6,NA,39.01,18.9,9.6,280.64,1.25,59.39,50.77,0.51,3.49,4.66,5.86,123.09,111.14,11.94,0,0,0,0,56.97,0,68.3,113.74,52.81,0,12.22,25.06,46.45,136.54,"Nodo 3 - Pies inventariados",4.6,3.1,14.3,"9_1226_15","IFN3","9_1226",15,15,6,31.83,20.21,12.86,320.64,1.08,1.02,63.48,63.67,0.5,3.5,6.48,8.01,189.05,170.21,18.84,6.02,0,0,0,0,70.68,0,73.76,176.93,80.87,0,11.27,20.7,53.07,165.92,"Nodo 1 - Pies inventariados",5.91,6.36
"1016","9_1226_7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9_1226_18","IFN3","9_1226",18,18,7,127.32,9.57,7.64,71.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nodo 1 - Pies inventariados",1.17,2.64
"1017","9_1226_8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9_1226_20","IFN3","9_1226",20,20,8,31.83,17.35,10.64,236.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nodo 1 - Pies inventariados",2.85,2.64
"1018","9_1226_9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9_1226_21","IFN3","9_1226",21,21,9,31.83,12.95,11,131.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nodo 1 - Pies inventariados",2.35,3
"1019","9_1227_1","IFN2","9_1227",NA,NA,1,NA,139.14,14.52,8.58,165.63,19.64,45.62,59.09,0.46,2.64,4.65,5.68,67.32,58.66,8.66,0,0,0,0,0,0,53.45,58.47,27.87,0,6.56,15.96,27.42,77.81,"Nodo 3 - Pies inventariados",4.47,3.08,10.05,"9_1227_2","IFN3","9_1227",2,2,1,31.83,14.46,11.68,164.25,11.77,0.52,45.43,80.78,0.5,2.56,5.86,7.29,92.2,79.18,13.02,2.93,0,0,0,0,0,0,72.3,84.12,37.62,0,4.91,11.08,27.19,80.81,"Nodo 1 - Pies inventariados",4.41,6.18
"1020","9_1227_10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9_1227_20","IFN3","9_1227",20,20,10,127.32,11.32,10.09,100.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nodo 1 - Pies inventariados",1.82,4.09
"1021","9_1227_11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9_1227_22","IFN3","9_1227",22,22,11,127.32,8.73,7.64,59.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nodo 1 - Pies inventariados",0.280000000000001,1.64
